id,statuses_count,followers_count,friends_count,favourites_count,listed_count,created_at,url,lang,time_zone,location,default_profile,geo_enabled,profile_banner_url,profile_use_background_image,fake,gender_code,description_length,followers_to_friends_ratio
24352106.0,282.0,12.0,36.0,6.0,0.0,1322.0,0.0,5.0,25.0,1046.0,0.0,0.0,1.0,1.0,0.0,2.0,59.0,0.3333333333333333
24510304.0,493.0,47.0,80.0,24.0,0.0,1871.0,1.0,5.0,28.0,1242.0,0.0,1.0,1.0,1.0,0.0,-2.0,36.0,0.5875
25442408.0,1012.0,283.0,268.0,15.0,3.0,221.0,1.0,1.0,6.0,184.0,0.0,0.0,1.0,1.0,0.0,2.0,160.0,1.0559701492537314
25911628.0,1706.0,134.0,257.0,0.0,2.0,622.0,1.0,1.0,5.0,211.0,0.0,0.0,0.0,0.0,0.0,2.0,43.0,0.5214007782101168
26232444.0,103.0,45.0,66.0,0.0,0.0,2420.0,0.0,5.0,28.0,122.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.6818181818181818
26771352.0,189.0,35.0,178.0,6.0,0.0,2116.0,0.0,5.0,28.0,1389.0,0.0,0.0,0.0,1.0,0.0,2.0,36.0,0.19662921348314608
27241975.0,3720.0,179.0,154.0,6.0,2.0,1326.0,0.0,1.0,28.0,1319.0,0.0,0.0,1.0,1.0,0.0,2.0,18.0,1.1623376623376624
27422705.0,1566.0,110.0,295.0,71.0,1.0,1875.0,0.0,1.0,28.0,1017.0,0.0,1.0,1.0,1.0,0.0,2.0,102.0,0.3728813559322034
27636956.0,1672.0,627.0,1089.0,11.0,4.0,624.0,0.0,5.0,28.0,417.0,0.0,0.0,0.0,1.0,0.0,0.0,82.0,0.5757575757575758
27887098.0,969.0,69.0,210.0,233.0,1.0,2422.0,1.0,5.0,28.0,1206.0,0.0,1.0,1.0,1.0,0.0,-2.0,15.0,0.32857142857142857
28313453.0,7307.0,378.0,239.0,2620.0,30.0,1951.0,1.0,2.0,19.0,120.0,0.0,1.0,1.0,1.0,0.0,0.0,22.0,1.5815899581589958
28342883.0,4240.0,1012.0,1449.0,578.0,25.0,1952.0,1.0,5.0,13.0,1582.0,0.0,1.0,0.0,1.0,0.0,-2.0,82.0,0.6984126984126984
28363979.0,74.0,16.0,42.0,88.0,0.0,1953.0,0.0,1.0,33.0,1460.0,1.0,0.0,0.0,1.0,0.0,-2.0,37.0,0.38095238095238093
28845598.0,6866.0,463.0,330.0,2180.0,5.0,710.0,1.0,1.0,13.0,1529.0,0.0,1.0,1.0,1.0,0.0,0.0,40.0,1.403030303030303
29500667.0,31546.0,151.0,301.0,294.0,2.0,2190.0,0.0,5.0,28.0,558.0,0.0,0.0,0.0,1.0,0.0,-2.0,24.0,0.5016611295681063
29510629.0,966.0,69.0,318.0,3.0,0.0,2191.0,0.0,1.0,33.0,1078.0,0.0,1.0,1.0,1.0,0.0,-2.0,61.0,0.2169811320754717
29646177.0,28808.0,2638.0,1743.0,1021.0,39.0,2512.0,0.0,5.0,28.0,1526.0,0.0,0.0,1.0,1.0,0.0,0.0,106.0,1.5134825014343087
30062603.0,386.0,88.0,205.0,25.0,1.0,1959.0,0.0,5.0,13.0,565.0,0.0,1.0,1.0,0.0,0.0,-2.0,149.0,0.4292682926829268
31102741.0,3763.0,1169.0,1642.0,32.0,7.0,2193.0,0.0,5.0,13.0,1573.0,0.0,1.0,0.0,1.0,0.0,2.0,136.0,0.7119366626065774
31162918.0,522.0,319.0,793.0,10.0,11.0,2194.0,1.0,1.0,28.0,1221.0,1.0,1.0,1.0,1.0,0.0,-2.0,65.0,0.40226986128625475
32025215.0,30547.0,445.0,489.0,304.0,16.0,1964.0,0.0,1.0,13.0,1661.0,0.0,0.0,1.0,1.0,0.0,-2.0,102.0,0.9100204498977505
32130104.0,6175.0,362.0,318.0,181.0,11.0,1965.0,1.0,1.0,13.0,1017.0,0.0,0.0,1.0,1.0,0.0,2.0,116.0,1.1383647798742138
32204918.0,348.0,262.0,1513.0,28.0,1.0,1966.0,0.0,5.0,28.0,564.0,0.0,1.0,1.0,1.0,0.0,2.0,23.0,0.17316589557171183
33950570.0,484.0,232.0,431.0,10.0,0.0,2201.0,0.0,1.0,28.0,1018.0,1.0,0.0,0.0,1.0,0.0,-2.0,160.0,0.5382830626450116
34355343.0,2190.0,46.0,122.0,15.0,0.0,2520.0,0.0,5.0,13.0,1513.0,0.0,0.0,1.0,1.0,0.0,0.0,75.0,0.3770491803278688
34897604.0,116.0,22.0,49.0,16.0,0.0,11.0,0.0,1.0,28.0,481.0,0.0,0.0,1.0,1.0,0.0,-2.0,140.0,0.4489795918367347
35737313.0,482.0,26.0,73.0,5.0,0.0,318.0,0.0,5.0,13.0,1389.0,0.0,0.0,0.0,1.0,0.0,2.0,130.0,0.3561643835616438
36190135.0,344.0,49.0,20.0,37.0,0.0,2214.0,0.0,5.0,28.0,1389.0,0.0,1.0,1.0,1.0,0.0,0.0,13.0,2.45
36381609.0,1805.0,258.0,191.0,4.0,14.0,2524.0,1.0,1.0,28.0,726.0,0.0,1.0,1.0,1.0,0.0,2.0,122.0,1.350785340314136
36727238.0,748.0,85.0,460.0,80.0,1.0,1973.0,1.0,1.0,5.0,1388.0,0.0,1.0,1.0,1.0,0.0,2.0,65.0,0.18478260869565216
37539436.0,34917.0,1161.0,194.0,2.0,28.0,625.0,1.0,1.0,18.0,723.0,1.0,0.0,1.0,1.0,0.0,-2.0,37.0,5.984536082474227
37733715.0,3397.0,173.0,390.0,3.0,2.0,626.0,1.0,1.0,13.0,725.0,0.0,0.0,1.0,1.0,0.0,0.0,118.0,0.44358974358974357
37889070.0,5561.0,587.0,295.0,4.0,9.0,2430.0,0.0,5.0,18.0,1389.0,0.0,1.0,1.0,1.0,0.0,-2.0,150.0,1.9898305084745762
37922072.0,3526.0,257.0,473.0,8.0,1.0,2431.0,1.0,5.0,28.0,384.0,0.0,1.0,1.0,0.0,0.0,0.0,66.0,0.5433403805496829
38002859.0,371.0,413.0,70.0,9.0,6.0,2432.0,0.0,5.0,13.0,1389.0,0.0,0.0,1.0,1.0,0.0,2.0,25.0,5.9
38223194.0,1361.0,149.0,463.0,289.0,2.0,2697.0,0.0,5.0,18.0,1389.0,0.0,0.0,1.0,1.0,0.0,0.0,33.0,0.32181425485961124
38730407.0,887.0,280.0,502.0,13.0,1.0,226.0,1.0,5.0,28.0,955.0,0.0,1.0,0.0,1.0,0.0,0.0,95.0,0.5577689243027888
38972677.0,3276.0,125.0,549.0,224.0,2.0,1881.0,1.0,1.0,28.0,724.0,0.0,1.0,1.0,1.0,0.0,-2.0,73.0,0.22768670309653916
39721490.0,971.0,48.0,112.0,8.0,1.0,2701.0,0.0,5.0,28.0,25.0,1.0,1.0,1.0,1.0,0.0,0.0,54.0,0.42857142857142855
39748948.0,8173.0,231.0,433.0,413.0,3.0,2702.0,1.0,5.0,28.0,1018.0,0.0,1.0,0.0,1.0,0.0,2.0,115.0,0.5334872979214781
41780152.0,728.0,120.0,406.0,16.0,1.0,234.0,1.0,5.0,28.0,1389.0,0.0,1.0,1.0,1.0,0.0,2.0,27.0,0.2955665024630542
41785738.0,350.0,46.0,115.0,240.0,1.0,235.0,0.0,5.0,28.0,1581.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,0.4
42676920.0,9626.0,508.0,1153.0,3819.0,0.0,2442.0,1.0,5.0,28.0,864.0,0.0,1.0,1.0,1.0,0.0,2.0,123.0,0.4405897658282741
42754744.0,4736.0,414.0,1196.0,166.0,2.0,2443.0,1.0,5.0,28.0,1008.0,0.0,1.0,1.0,1.0,0.0,0.0,159.0,0.34615384615384615
43069058.0,732.0,191.0,656.0,1.0,1.0,2126.0,1.0,5.0,28.0,425.0,0.0,1.0,1.0,1.0,0.0,2.0,157.0,0.29115853658536583
43870029.0,516.0,46.0,96.0,28.0,0.0,447.0,0.0,1.0,28.0,254.0,0.0,1.0,1.0,1.0,0.0,-2.0,102.0,0.4791666666666667
43964510.0,8635.0,1707.0,1376.0,3266.0,67.0,448.0,1.0,1.0,28.0,1443.0,0.0,0.0,1.0,1.0,0.0,-2.0,119.0,1.2405523255813953
44042861.0,2935.0,184.0,302.0,1.0,5.0,2323.0,1.0,2.0,28.0,1005.0,0.0,1.0,1.0,1.0,0.0,-2.0,48.0,0.609271523178808
44335261.0,1030.0,369.0,202.0,1.0,13.0,2623.0,1.0,5.0,28.0,1389.0,1.0,1.0,0.0,1.0,0.0,2.0,28.0,1.8267326732673268
44451302.0,2035.0,209.0,168.0,216.0,2.0,2624.0,0.0,1.0,28.0,1463.0,0.0,1.0,1.0,1.0,0.0,-2.0,32.0,1.244047619047619
45100798.0,3152.0,162.0,352.0,23.0,7.0,863.0,0.0,5.0,28.0,1360.0,0.0,0.0,0.0,1.0,0.0,0.0,61.0,0.4602272727272727
45307775.0,6131.0,488.0,366.0,1058.0,10.0,1522.0,0.0,5.0,28.0,1389.0,0.0,0.0,1.0,1.0,0.0,0.0,62.0,1.3333333333333333
45529357.0,3902.0,290.0,347.0,918.0,12.0,451.0,0.0,5.0,28.0,1017.0,1.0,0.0,1.0,1.0,0.0,2.0,112.0,0.8357348703170029
45778279.0,4357.0,231.0,152.0,90.0,0.0,2327.0,0.0,1.0,3.0,1389.0,0.0,1.0,0.0,1.0,0.0,0.0,37.0,1.519736842105263
46137662.0,18810.0,685.0,688.0,12.0,29.0,2627.0,1.0,1.0,13.0,1527.0,0.0,0.0,1.0,1.0,0.0,0.0,160.0,0.9956395348837209
46334699.0,3302.0,370.0,934.0,103.0,7.0,2077.0,1.0,5.0,28.0,1155.0,0.0,1.0,1.0,1.0,0.0,0.0,75.0,0.3961456102783726
47612213.0,160.0,23.0,227.0,1.0,0.0,2329.0,0.0,1.0,33.0,1389.0,0.0,0.0,1.0,0.0,0.0,0.0,72.0,0.1013215859030837
48034707.0,6002.0,272.0,336.0,0.0,15.0,2628.0,1.0,5.0,28.0,165.0,0.0,1.0,0.0,1.0,0.0,0.0,105.0,0.8095238095238095
48182327.0,1781.0,105.0,427.0,234.0,0.0,2080.0,0.0,1.0,28.0,1389.0,0.0,0.0,1.0,1.0,0.0,2.0,118.0,0.2459016393442623
48652450.0,1184.0,75.0,138.0,0.0,0.0,183.0,1.0,5.0,28.0,994.0,0.0,1.0,0.0,1.0,0.0,2.0,88.0,0.5434782608695652
48989220.0,13159.0,501.0,697.0,79.0,11.0,868.0,1.0,5.0,30.0,1003.0,0.0,1.0,1.0,1.0,0.0,0.0,83.0,0.7187948350071736
49044510.0,280.0,50.0,1273.0,8.0,1.0,869.0,0.0,1.0,33.0,1389.0,0.0,0.0,0.0,1.0,0.0,2.0,16.0,0.03927729772191673
49319803.0,5237.0,245.0,241.0,115.0,4.0,1529.0,1.0,1.0,28.0,722.0,1.0,0.0,0.0,1.0,0.0,2.0,158.0,1.016597510373444
49341424.0,611.0,87.0,173.0,1.0,1.0,1530.0,0.0,5.0,28.0,1159.0,1.0,1.0,1.0,1.0,0.0,2.0,160.0,0.5028901734104047
49934607.0,835.0,111.0,768.0,36.0,0.0,2334.0,0.0,5.0,33.0,916.0,0.0,0.0,0.0,1.0,0.0,2.0,31.0,0.14453125
49977491.0,1187.0,44.0,136.0,19.0,1.0,2335.0,0.0,5.0,28.0,945.0,0.0,1.0,1.0,1.0,0.0,-2.0,62.0,0.3235294117647059
50571065.0,2185.0,74.0,345.0,32.0,1.0,2082.0,0.0,1.0,28.0,1632.0,0.0,0.0,1.0,1.0,0.0,0.0,97.0,0.2144927536231884
50585331.0,148.0,249.0,548.0,1.0,1.0,2083.0,0.0,1.0,13.0,1253.0,0.0,1.0,0.0,1.0,0.0,-2.0,94.0,0.4543795620437956
50589337.0,1073.0,89.0,237.0,53.0,1.0,2084.0,1.0,5.0,13.0,1389.0,0.0,1.0,1.0,1.0,0.0,0.0,143.0,0.3755274261603376
50598277.0,127.0,23.0,152.0,1.0,0.0,2085.0,0.0,1.0,3.0,1389.0,0.0,0.0,1.0,1.0,0.0,2.0,47.0,0.1513157894736842
50619779.0,1601.0,147.0,405.0,9.0,3.0,2086.0,1.0,5.0,13.0,712.0,0.0,1.0,1.0,1.0,0.0,-2.0,160.0,0.362962962962963
50972738.0,704.0,129.0,380.0,12.0,0.0,186.0,0.0,1.0,28.0,1069.0,1.0,0.0,1.0,1.0,0.0,2.0,63.0,0.3394736842105263
51005435.0,57.0,76.0,650.0,0.0,0.0,187.0,0.0,1.0,28.0,1389.0,0.0,0.0,1.0,1.0,0.0,-2.0,33.0,0.11692307692307692
51015996.0,552.0,80.0,290.0,11.0,1.0,188.0,0.0,5.0,28.0,1487.0,0.0,1.0,1.0,1.0,0.0,0.0,78.0,0.27586206896551724
51037293.0,4862.0,116.0,160.0,98.0,2.0,189.0,0.0,1.0,30.0,809.0,0.0,1.0,1.0,1.0,0.0,0.0,52.0,0.725
51150318.0,1652.0,412.0,1974.0,4.0,3.0,190.0,1.0,5.0,28.0,361.0,0.0,1.0,1.0,1.0,0.0,2.0,33.0,0.20871327254305977
51738765.0,1786.0,63.0,185.0,342.0,2.0,1863.0,0.0,1.0,28.0,1389.0,0.0,1.0,1.0,1.0,0.0,0.0,26.0,0.34054054054054056
51780170.0,238.0,45.0,99.0,39.0,0.0,1864.0,1.0,5.0,28.0,753.0,0.0,0.0,1.0,1.0,0.0,2.0,149.0,0.45454545454545453
52157135.0,764.0,99.0,226.0,22.0,0.0,608.0,1.0,5.0,28.0,763.0,0.0,1.0,0.0,1.0,0.0,-2.0,67.0,0.43805309734513276
53025684.0,5745.0,641.0,1221.0,95.0,5.0,2057.0,1.0,5.0,28.0,1389.0,0.0,1.0,1.0,1.0,0.0,2.0,139.0,0.5249795249795249
53027768.0,2703.0,170.0,635.0,4.0,0.0,2058.0,0.0,5.0,28.0,1389.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,0.2677165354330709
53621838.0,2683.0,57.0,215.0,82.0,0.0,827.0,0.0,5.0,28.0,1304.0,0.0,1.0,0.0,1.0,0.0,2.0,58.0,0.2651162790697674
54556442.0,2064.0,238.0,590.0,26.0,5.0,2301.0,1.0,5.0,28.0,1011.0,0.0,1.0,1.0,1.0,0.0,0.0,101.0,0.4033898305084746
54691030.0,709.0,116.0,112.0,124.0,2.0,2302.0,0.0,5.0,28.0,1389.0,0.0,1.0,1.0,1.0,0.0,0.0,32.0,1.0357142857142858
54864334.0,2893.0,160.0,227.0,71.0,4.0,2597.0,1.0,5.0,28.0,200.0,0.0,1.0,0.0,1.0,0.0,-2.0,142.0,0.7048458149779736
54867711.0,1425.0,83.0,70.0,616.0,1.0,2598.0,1.0,1.0,28.0,1493.0,0.0,0.0,1.0,1.0,0.0,0.0,149.0,1.1857142857142857
54911584.0,246.0,333.0,1598.0,10.0,0.0,2599.0,0.0,1.0,28.0,1389.0,0.0,0.0,1.0,1.0,0.0,-1.0,132.0,0.2083854818523154
55550359.0,519.0,139.0,454.0,17.0,3.0,159.0,0.0,1.0,28.0,1060.0,1.0,0.0,0.0,1.0,0.0,0.0,120.0,0.30616740088105726
55590832.0,1876.0,120.0,146.0,112.0,0.0,160.0,1.0,1.0,28.0,1217.0,0.0,1.0,1.0,1.0,0.0,2.0,43.0,0.821917808219178
55819049.0,13774.0,254.0,192.0,520.0,5.0,831.0,1.0,5.0,28.0,1389.0,0.0,1.0,1.0,0.0,0.0,2.0,100.0,1.3229166666666667
56326516.0,16195.0,5027.0,5530.0,6698.0,73.0,434.0,1.0,5.0,28.0,726.0,1.0,1.0,1.0,1.0,0.0,2.0,159.0,0.9090415913200723
56345134.0,3885.0,2812.0,1988.0,966.0,45.0,435.0,1.0,5.0,28.0,39.0,0.0,1.0,1.0,1.0,0.0,0.0,26.0,1.414486921529175
56466070.0,9147.0,100.0,162.0,369.0,4.0,436.0,1.0,5.0,28.0,765.0,0.0,1.0,1.0,1.0,0.0,-2.0,22.0,0.6172839506172839
56662794.0,80.0,54.0,187.0,46.0,1.0,2310.0,0.0,5.0,28.0,980.0,1.0,1.0,1.0,1.0,0.0,2.0,18.0,0.2887700534759358
56706947.0,684.0,65.0,281.0,1.0,0.0,2312.0,0.0,5.0,1.0,1199.0,0.0,1.0,1.0,1.0,0.0,0.0,91.0,0.2313167259786477
56966762.0,351.0,28.0,76.0,3.0,1.0,2603.0,0.0,5.0,13.0,165.0,0.0,0.0,1.0,1.0,0.0,-2.0,129.0,0.3684210526315789
57365720.0,6351.0,98.0,75.0,127.0,4.0,2062.0,1.0,5.0,28.0,444.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.3066666666666666
57928664.0,9372.0,179.0,723.0,87.0,0.0,834.0,0.0,5.0,28.0,916.0,0.0,0.0,1.0,1.0,0.0,0.0,38.0,0.2475795297372061
59083826.0,537.0,117.0,552.0,4.0,1.0,2607.0,0.0,1.0,33.0,144.0,0.0,1.0,0.0,1.0,0.0,-2.0,141.0,0.21195652173913043
59402800.0,446.0,84.0,418.0,4.0,1.0,2064.0,0.0,5.0,28.0,419.0,0.0,0.0,1.0,1.0,0.0,0.0,140.0,0.20095693779904306
60508255.0,5999.0,258.0,770.0,14.0,2.0,444.0,1.0,5.0,13.0,1493.0,0.0,1.0,1.0,1.0,0.0,0.0,20.0,0.33506493506493507
61198155.0,11156.0,148.0,104.0,18.0,5.0,2621.0,0.0,5.0,28.0,266.0,0.0,1.0,1.0,1.0,0.0,-2.0,99.0,1.4230769230769231
61452320.0,139.0,53.0,53.0,0.0,1.0,2066.0,1.0,5.0,28.0,260.0,1.0,1.0,0.0,1.0,0.0,2.0,52.0,1.0
61513445.0,567.0,77.0,171.0,6.0,0.0,2067.0,0.0,5.0,33.0,1389.0,0.0,0.0,0.0,1.0,0.0,0.0,116.0,0.4502923976608187
61794519.0,77.0,14.0,18.0,1.0,1.0,170.0,1.0,1.0,28.0,243.0,1.0,1.0,1.0,1.0,0.0,2.0,146.0,0.7777777777777778
62017536.0,235.0,78.0,152.0,55.0,0.0,738.0,0.0,5.0,28.0,462.0,0.0,1.0,1.0,1.0,0.0,0.0,54.0,0.5131578947368421
62364690.0,25575.0,1672.0,802.0,2329.0,52.0,1420.0,1.0,5.0,28.0,1389.0,0.0,1.0,1.0,1.0,0.0,-2.0,55.0,2.084788029925187
63517006.0,120.0,62.0,183.0,27.0,0.0,1976.0,1.0,5.0,28.0,1493.0,0.0,0.0,0.0,1.0,0.0,0.0,47.0,0.33879781420765026
